#1_usercol	2_usercol	3_usercol	4_pct_at	5_pct_gc	6_num_A	7_num_C	8_num_G	9_num_T	10_num_N	11_num_oth	12_seq_len
chr3	9080001	9090000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9090001	9100000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9100001	9110000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9110001	9120000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9120001	9130000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9130001	9140000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9140001	9150000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9150001	9160000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9160001	9170000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9170001	9180000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9180001	9190000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9190001	9200000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9200001	9210000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9210001	9220000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9220001	9230000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9230001	9240000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9240001	9250000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9250001	9260000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9260001	9270000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9270001	9280000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9280001	9290000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9290001	9300000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9300001	9310000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9310001	9320000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9320001	9330000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9330001	9340000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9340001	9350000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9350001	9360000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9360001	9370000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9370001	9380000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9380001	9390000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9390001	9400000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9400001	9410000	0.583858	0.403440	2676	1968	2066	3162	127	0	9999
chr3	9410001	9420000	0.552655	0.447345	2630	2225	2248	2896	0	0	9999
chr3	9420001	9430000	0.604360	0.395640	3045	1886	2070	2998	0	0	9999
chr3	9430001	9440000	0.656366	0.343634	3261	1797	1639	3302	0	0	9999
chr3	9440001	9450000	0.510451	0.489549	2428	2262	2633	2676	0	0	9999
chr3	9450001	9460000	0.565757	0.434243	2785	2270	2072	2872	0	0	9999
chr3	9460001	9470000	0.558156	0.441844	2621	2113	2305	2960	0	0	9999
chr3	9470001	9480000	0.651165	0.348835	3260	1705	1783	3251	0	0	9999
chr3	9480001	9490000	0.577858	0.422142	2653	1971	2250	3125	0	0	9999
chr3	9490001	9500000	0.531953	0.468047	2630	2606	2074	2689	0	0	9999
chr3	9500001	9510000	0.622862	0.377138	3161	1939	1832	3067	0	0	9999
chr3	9510001	9520000	0.645865	0.354135	3201	1709	1832	3257	0	0	9999
chr3	9520001	9530000	0.602860	0.397140	3069	2049	1922	2959	0	0	9999
chr3	9530001	9540000	0.644864	0.355136	3319	1631	1920	3129	0	0	9999
chr3	9540001	9550000	0.647765	0.352235	3263	1775	1747	3214	0	0	9999
chr3	9550001	9560000	0.555055	0.444945	2831	2231	2218	2719	0	0	9999
chr3	9560001	9570000	0.557356	0.442644	2843	2219	2207	2730	0	0	9999
chr3	9570001	9580000	0.590859	0.409141	3024	2160	1931	2884	0	0	9999
chr3	9580001	9590000	0.604660	0.395340	3089	1865	2088	2957	0	0	9999
chr3	9590001	9600000	0.567557	0.432443	2898	2183	2141	2777	0	0	9999
chr3	9600001	9610000	0.537954	0.462046	2748	2320	2300	2631	0	0	9999
chr3	9610001	9620000	0.548555	0.451445	2736	2457	2057	2749	0	0	9999
chr3	9620001	9630000	0.598460	0.401540	3066	2018	1997	2918	0	0	9999
chr3	9630001	9640000	0.497550	0.502450	2554	2484	2540	2421	0	0	9999
chr3	9640001	9650000	0.541354	0.458646	2887	2401	2185	2526	0	0	9999
chr3	9650001	9660000	0.639164	0.360836	3199	1814	1794	3192	0	0	9999
chr3	9660001	9670000	0.692269	0.307731	3522	1660	1417	3400	0	0	9999
chr3	9670001	9680000	0.112111	0.057406	595	248	326	526	8304	0	9999
chr3	9680001	9690000	0.065907	0.105411	381	461	593	278	8286	0	9999
chr3	9690001	9700000	0.609361	0.390639	2952	1937	1969	3141	0	0	9999
chr3	9700001	9710000	0.578158	0.419842	2859	2105	2093	2922	20	0	9999
chr3	9710001	9720000	0.550155	0.443844	2815	2224	2214	2686	60	0	9999
chr3	9720001	9730000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9730001	9740000	0.206621	0.098510	971	457	528	1095	6948	0	9999
chr3	9740001	9750000	0.596660	0.403340	2940	1863	2170	3026	0	0	9999
chr3	9750001	9760000	0.577858	0.422142	2822	2121	2100	2956	0	0	9999
chr3	9760001	9770000	0.474847	0.525153	2215	2968	2283	2533	0	0	9999
chr3	9770001	9780000	0.486449	0.513551	2409	2511	2624	2455	0	0	9999
chr3	9780001	9790000	0.575658	0.424342	2831	2126	2117	2925	0	0	9999
chr3	9790001	9800000	0.471647	0.337634	2336	1729	1647	2380	1907	0	9999
chr3	9800001	9810000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9810001	9820000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	9820001	9830000	0.175818	0.056706	903	281	286	855	7674	0	9999
chr3	9830001	9840000	0.541054	0.456946	2714	2510	2059	2696	20	0	9999
chr3	9840001	9850000	0.189719	0.059006	1011	310	280	886	7512	0	9999
chr3	9850001	9860000	0.269127	0.168517	1271	919	766	1420	5623	0	9999
chr3	9860001	9870000	0.585759	0.414241	2884	2004	2138	2973	0	0	9999
chr3	9870001	9880000	0.533453	0.466547	2625	2334	2331	2709	0	0	9999
chr3	9880001	9890000	0.516752	0.483248	2576	2351	2481	2591	0	0	9999
chr3	9890001	9900000	0.507651	0.492349	2637	2454	2469	2439	0	0	9999
chr3	9900001	9910000	0.561256	0.438744	2877	2126	2261	2735	0	0	9999
chr3	9910001	9920000	0.631863	0.368137	3104	1921	1760	3214	0	0	9999
chr3	9920001	9930000	0.587259	0.412741	2821	1920	2207	3051	0	0	9999
chr3	9930001	9940000	0.613961	0.386039	3026	2183	1677	3113	0	0	9999
chr3	9940001	9950000	0.536254	0.463746	2566	2151	2486	2796	0	0	9999
chr3	9950001	9960000	0.545655	0.454345	2952	2307	2236	2504	0	0	9999
chr3	9960001	9970000	0.555556	0.444444	2787	2266	2178	2768	0	0	9999
chr3	9970001	9980000	0.506651	0.493349	2802	3020	1913	2264	0	0	9999
chr3	9980001	9990000	0.647865	0.352135	3272	1924	1597	3206	0	0	9999
chr3	9990001	10000000	0.672967	0.327033	3330	1875	1395	3399	0	0	9999
chr3	10000001	10010000	0.561456	0.438544	2795	2282	2103	2819	0	0	9999
chr3	10010001	10020000	0.633563	0.366437	3224	1870	1794	3111	0	0	9999
chr3	10020001	10030000	0.562256	0.437744	2802	2182	2195	2820	0	0	9999
chr3	10030001	10040000	0.527453	0.472547	2571	2469	2256	2703	0	0	9999
chr3	10040001	10050000	0.582258	0.417742	2903	2059	2118	2919	0	0	9999
chr3	10050001	10060000	0.581158	0.418842	2834	2113	2075	2977	0	0	9999
chr3	10060001	10070000	0.539654	0.460346	2778	2141	2462	2618	0	0	9999
chr3	10070001	10080000	0.548655	0.451345	2881	2161	2352	2605	0	0	9999
chr3	10080001	10090000	0.659166	0.340834	3278	1762	1646	3313	0	0	9999
chr3	10090001	10100000	0.609761	0.390239	3113	1943	1959	2984	0	0	9999
chr3	10100001	10110000	0.480148	0.519852	2333	2617	2581	2468	0	0	9999
chr3	10110001	10120000	0.603260	0.396740	2943	2020	1947	3089	0	0	9999
chr3	10120001	10130000	0.586959	0.413041	2850	2126	2004	3019	0	0	9999
chr3	10130001	10140000	0.590059	0.409941	2957	1999	2100	2943	0	0	9999
chr3	10140001	10150000	0.565657	0.434343	2830	1950	2393	2826	0	0	9999
chr3	10150001	10160000	0.541754	0.458246	2541	2363	2219	2876	0	0	9999
chr3	10160001	10170000	0.571157	0.428843	2943	2179	2109	2768	0	0	9999
chr3	10170001	10180000	0.605661	0.394339	3097	2067	1876	2959	0	0	9999
chr3	10180001	10190000	0.611261	0.388739	3055	1901	1986	3057	0	0	9999
chr3	10190001	10200000	0.621462	0.378538	3117	1850	1935	3097	0	0	9999
chr3	10200001	10210000	0.674067	0.325933	3314	1656	1603	3426	0	0	9999
chr3	10210001	10220000	0.593759	0.406241	3063	2060	2002	2874	0	0	9999
chr3	10220001	10230000	0.557156	0.442844	2915	2201	2227	2656	0	0	9999
chr3	10230001	10240000	0.581858	0.408141	2938	2027	2054	2880	100	0	9999
chr3	10240001	10250000	0.317532	0.224922	1580	1160	1089	1595	4575	0	9999
chr3	10250001	10260000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	10260001	10270000	0.428443	0.241224	2166	1160	1252	2118	3303	0	9999
chr3	10270001	10280000	0.548755	0.451245	2859	2283	2229	2628	0	0	9999
chr3	10280001	10290000	0.553055	0.446945	2827	2206	2263	2703	0	0	9999
chr3	10290001	10300000	0.275928	0.276428	1395	1428	1336	1364	4476	0	9999
chr3	10300001	10310000	0.571257	0.428743	2916	1886	2401	2796	0	0	9999
chr3	10310001	10320000	0.603160	0.396840	2808	1819	2149	3223	0	0	9999
chr3	10320001	10330000	0.563456	0.436544	2758	2188	2177	2876	0	0	9999
chr3	10330001	10340000	0.651865	0.348135	3316	1702	1779	3202	0	0	9999
chr3	10340001	10350000	0.583958	0.416042	2944	2088	2072	2895	0	0	9999
chr3	10350001	10360000	0.468647	0.531353	2256	2595	2718	2430	0	0	9999
chr3	10360001	10370000	0.532753	0.467247	2581	2421	2251	2746	0	0	9999
chr3	10370001	10380000	0.656266	0.341734	3279	1697	1720	3283	20	0	9999
chr3	10380001	10390000	0.601260	0.398740	3049	2042	1945	2963	0	0	9999
chr3	10390001	10400000	0.590559	0.409441	2805	1960	2134	3100	0	0	9999
chr3	10400001	10410000	0.593059	0.406941	2755	1964	2105	3175	0	0	9999
chr3	10410001	10420000	0.624762	0.375238	3158	1851	1901	3089	0	0	9999
chr3	10420001	10430000	0.512351	0.487649	2577	2426	2450	2546	0	0	9999
chr3	10430001	10440000	0.437844	0.562156	2312	2453	3168	2066	0	0	9999
chr3	10440001	10450000	0.555156	0.444844	2809	2313	2135	2742	0	0	9999
chr3	10450001	10460000	0.603160	0.396840	2966	2083	1885	3065	0	0	9999
chr3	10460001	10470000	0.574957	0.425043	3008	2268	1982	2741	0	0	9999
chr3	10470001	10480000	0.639564	0.360436	3274	1754	1850	3121	0	0	9999
chr3	10480001	10490000	0.684668	0.315332	3359	1672	1481	3487	0	0	9999
chr3	10490001	10500000	0.572357	0.427643	3008	2268	2008	2715	0	0	9999
chr3	10500001	10510000	0.529153	0.470847	2628	2485	2223	2663	0	0	9999
chr3	10510001	10520000	0.587059	0.412941	3147	2175	1954	2723	0	0	9999
chr3	10520001	10530000	0.289329	0.196820	1400	865	1103	1493	5138	0	9999
chr3	10530001	10540000	0.599360	0.400640	2953	1845	2161	3040	0	0	9999
chr3	10540001	10550000	0.587159	0.412841	2890	2005	2123	2981	0	0	9999
chr3	10550001	10560000	0.615962	0.384038	3120	1835	2005	3039	0	0	9999
chr3	10560001	10570000	0.595460	0.404540	2963	2005	2040	2991	0	0	9999
chr3	10570001	10580000	0.745775	0.254225	3703	1256	1286	3754	0	0	9999
chr3	10580001	10590000	0.491349	0.508651	2454	2504	2582	2459	0	0	9999
chr3	10590001	10600000	0.506451	0.493549	2486	2396	2539	2578	0	0	9999
chr3	10600001	10610000	0.668767	0.331233	3592	1818	1494	3095	0	0	9999
chr3	10610001	10620000	0.571357	0.428643	2803	2125	2161	2910	0	0	9999
chr3	10620001	10630000	0.587159	0.412841	2961	2122	2006	2910	0	0	9999
chr3	10630001	10640000	0.532353	0.467647	2708	2385	2291	2615	0	0	9999
chr3	10640001	10650000	0.565057	0.434943	2941	1992	2357	2709	0	0	9999
chr3	10650001	10660000	0.587559	0.412441	2852	2022	2102	3023	0	0	9999
chr3	10660001	10670000	0.312831	0.228823	1554	1143	1145	1574	4583	0	9999
chr3	10670001	10680000	0.599560	0.317932	3195	1518	1661	2800	825	0	9999
chr3	10680001	10690000	0.602060	0.397940	3180	1977	2002	2840	0	0	9999
chr3	10690001	10700000	0.650565	0.349435	3248	1793	1701	3257	0	0	9999
chr3	10700001	10710000	0.567457	0.432543	2926	2144	2181	2748	0	0	9999
chr3	10710001	10720000	0.357536	0.213721	1786	1043	1094	1789	4287	0	9999
chr3	10720001	10730000	0.641764	0.358236	3257	1815	1767	3160	0	0	9999
chr3	10730001	10740000	0.600260	0.399740	3056	2083	1914	2946	0	0	9999
chr3	10740001	10750000	0.546055	0.453945	2641	2233	2306	2819	0	0	9999
chr3	10750001	10760000	0.526953	0.473047	2581	2466	2264	2688	0	0	9999
chr3	10760001	10770000	0.562256	0.437744	2839	2069	2308	2783	0	0	9999
chr3	10770001	10780000	0.641264	0.358736	3280	1891	1696	3132	0	0	9999
chr3	10780001	10790000	0.585059	0.414941	2994	2013	2136	2856	0	0	9999
chr3	10790001	10800000	0.581058	0.418942	2938	2131	2058	2872	0	0	9999
chr3	10800001	10810000	0.595860	0.404140	2919	1920	2121	3039	0	0	9999
chr3	10810001	10820000	0.514751	0.485249	2595	2433	2419	2552	0	0	9999
chr3	10820001	10830000	0.525353	0.474647	2686	2393	2353	2567	0	0	9999
chr3	10830001	10840000	0.583958	0.416042	3097	2182	1978	2742	0	0	9999
chr3	10840001	10850000	0.589759	0.410241	2847	2087	2015	3050	0	0	9999
chr3	10850001	10860000	0.569557	0.430443	2930	2085	2219	2765	0	0	9999
chr3	10860001	10870000	0.593959	0.406041	2733	2113	1947	3206	0	0	9999
chr3	10870001	10880000	0.637364	0.362636	3343	1661	1965	3030	0	0	9999
chr3	10880001	10890000	0.579758	0.420242	2874	2022	2180	2923	0	0	9999
chr3	10890001	10900000	0.553755	0.446245	2847	2407	2055	2690	0	0	9999
chr3	10900001	10910000	0.623662	0.376338	3275	1983	1780	2961	0	0	9999
chr3	10910001	10920000	0.576658	0.423342	2922	2164	2069	2844	0	0	9999
chr3	10920001	10930000	0.627963	0.372037	3226	1914	1806	3053	0	0	9999
chr3	10930001	10940000	0.565757	0.434243	2774	2018	2324	2883	0	0	9999
chr3	10940001	10950000	0.633863	0.366137	3292	1751	1910	3046	0	0	9999
chr3	10950001	10960000	0.595760	0.404240	3243	2032	2010	2714	0	0	9999
chr3	10960001	10970000	0.593359	0.406641	3136	2047	2019	2797	0	0	9999
chr3	10970001	10980000	0.585259	0.414741	3119	2099	2048	2733	0	0	9999
chr3	10980001	10990000	0.609161	0.390839	3225	2052	1856	2866	0	0	9999
chr3	10990001	11000000	0.565757	0.434243	2946	2237	2105	2711	0	0	9999
chr3	11000001	11010000	0.611561	0.388439	2918	1878	2006	3197	0	0	9999
chr3	11010001	11020000	0.681868	0.318132	3350	1553	1628	3468	0	0	9999
chr3	11020001	11030000	0.660266	0.339734	3252	1832	1565	3350	0	0	9999
chr3	11030001	11040000	0.658866	0.341134	3290	1677	1734	3298	0	0	9999
chr3	11040001	11050000	0.594059	0.405941	2903	2003	2056	3037	0	0	9999
chr3	11050001	11060000	0.655866	0.344134	3312	1667	1774	3246	0	0	9999
chr3	11060001	11070000	0.548155	0.451845	2524	2812	1706	2957	0	0	9999
chr3	11070001	11080000	0.625063	0.374938	3088	1908	1841	3162	0	0	9999
chr3	11080001	11090000	0.535554	0.464446	2598	2382	2262	2757	0	0	9999
chr3	11090001	11100000	0.612161	0.387839	3147	1835	2043	2974	0	0	9999
chr3	11100001	11110000	0.600460	0.399540	3069	1794	2201	2935	0	0	9999
chr3	11110001	11120000	0.606261	0.393739	3090	1984	1953	2972	0	0	9999
chr3	11120001	11130000	0.595660	0.404340	3051	2230	1813	2905	0	0	9999
chr3	11130001	11140000	0.577258	0.422742	2896	2141	2086	2876	0	0	9999
chr3	11140001	11150000	0.637364	0.362636	2958	1705	1921	3415	0	0	9999
chr3	11150001	11160000	0.622462	0.377538	3086	1883	1892	3138	0	0	9999
chr3	11160001	11170000	0.590759	0.409241	2982	1957	2135	2925	0	0	9999
chr3	11170001	11180000	0.538554	0.461446	2775	2019	2595	2610	0	0	9999
chr3	11180001	11190000	0.575358	0.424642	3006	2242	2004	2747	0	0	9999
chr3	11190001	11200000	0.627363	0.372637	3125	2131	1595	3148	0	0	9999
chr3	11200001	11210000	0.594959	0.405041	2931	2133	1917	3018	0	0	9999
chr3	11210001	11220000	0.595360	0.404640	3070	1896	2150	2883	0	0	9999
chr3	11220001	11230000	0.605561	0.394439	3042	1954	1990	3013	0	0	9999
chr3	11230001	11240000	0.545455	0.454545	2643	2221	2324	2811	0	0	9999
chr3	11240001	11250000	0.643564	0.356436	3296	1677	1887	3139	0	0	9999
chr3	11250001	11260000	0.583458	0.416542	3107	2142	2023	2727	0	0	9999
chr3	11260001	11270000	0.415442	0.296130	2208	1589	1372	1946	2884	0	9999
chr3	11270001	11280000	0.621462	0.378538	3008	1940	1845	3206	0	0	9999
chr3	11280001	11290000	0.634363	0.365637	3184	1774	1882	3159	0	0	9999
chr3	11290001	11300000	0.624462	0.375538	3165	1765	1990	3079	0	0	9999
chr3	11300001	11310000	0.540254	0.459746	2872	2388	2209	2530	0	0	9999
chr3	11310001	11320000	0.600360	0.399640	3046	2134	1862	2957	0	0	9999
chr3	11320001	11330000	0.480948	0.383038	2433	2068	1762	2376	1360	0	9999
chr3	11330001	11340000	0.556956	0.443044	2817	2079	2351	2752	0	0	9999
chr3	11340001	11350000	0.565157	0.434843	2794	2416	1932	2857	0	0	9999
chr3	11350001	11360000	0.580758	0.419242	3007	2142	2050	2800	0	0	9999
chr3	11360001	11370000	0.626963	0.373037	3164	1838	1892	3105	0	0	9999
chr3	11370001	11380000	0.552355	0.447645	2620	2400	2076	2903	0	0	9999
chr3	11380001	11390000	0.665166	0.334833	3496	1760	1588	3155	0	0	9999
chr3	11390001	11400000	0.525253	0.474747	2809	2842	1905	2443	0	0	9999
chr3	11400001	11410000	0.618262	0.381738	3166	1991	1826	3016	0	0	9999
chr3	11410001	11420000	0.693569	0.306431	3454	1571	1493	3481	0	0	9999
chr3	11420001	11430000	0.649065	0.350935	3246	1721	1788	3244	0	0	9999
chr3	11430001	11440000	0.589959	0.410041	3076	2063	2037	2823	0	0	9999
chr3	11440001	11450000	0.567957	0.432043	2774	2132	2188	2905	0	0	9999
chr3	11450001	11460000	0.543554	0.456446	2692	2237	2327	2743	0	0	9999
chr3	11460001	11470000	0.604760	0.395240	3003	1869	2083	3044	0	0	9999
chr3	11470001	11480000	0.685569	0.314431	3568	1408	1736	3287	0	0	9999
chr3	11480001	11490000	0.627963	0.372037	3167	1854	1866	3112	0	0	9999
chr3	11490001	11500000	0.587159	0.412841	3128	2171	1957	2743	0	0	9999
chr3	11500001	11510000	0.607261	0.392739	3055	2104	1823	3017	0	0	9999
chr3	11510001	11520000	0.363236	0.257126	1794	1181	1390	1838	3796	0	9999
chr3	11520001	11530000	0.589659	0.362736	2759	1818	1809	3137	476	0	9999
chr3	11530001	11540000	0.614561	0.385439	3251	2193	1661	2894	0	0	9999
chr3	11540001	11550000	0.595260	0.404740	2996	2131	1916	2956	0	0	9999
chr3	11550001	11560000	0.635664	0.364336	3209	1795	1848	3147	0	0	9999
chr3	11560001	11570000	0.668067	0.331933	3260	1661	1658	3420	0	0	9999
chr3	11570001	11580000	0.545555	0.454445	2798	2087	2457	2657	0	0	9999
chr3	11580001	11590000	0.571057	0.428943	3131	2184	2105	2579	0	0	9999
chr3	11590001	11600000	0.651065	0.348935	3432	1792	1697	3078	0	0	9999
chr3	11600001	11610000	0.545255	0.454745	2872	2751	1796	2580	0	0	9999
chr3	11610001	11620000	0.620562	0.379438	3015	1886	1908	3190	0	0	9999
chr3	11620001	11630000	0.646865	0.353135	3227	2077	1454	3241	0	0	9999
chr3	11630001	11640000	0.242824	0.157816	1273	894	684	1155	5993	0	9999
chr3	11640001	11650000	0.274927	0.183118	1468	915	916	1281	5419	0	9999
chr3	11650001	11660000	0.633763	0.364236	3300	2028	1614	3037	20	0	9999
chr3	11660001	11670000	0.562956	0.427043	2786	2148	2122	2843	100	0	9999
chr3	11670001	11680000	0.292329	0.221322	1498	1077	1136	1425	4863	0	9999
chr3	11680001	11690000	0.000000	0.000000	0	0	0	0	9999	0	9999
chr3	11690001	11700000	0.249725	0.245225	1255	1242	1210	1242	5050	0	9999
chr3	11700001	11710000	0.619262	0.370737	3006	1855	1852	3186	100	0	9999
chr3	11710001	11720000	0.621162	0.368837	3052	1717	1971	3159	100	0	9999
chr3	11720001	11730000	0.349635	0.223622	1810	1112	1124	1686	4267	0	9999
chr3	11730001	11740000	0.214621	0.261926	1232	1206	1413	914	5234	0	9999
chr3	11740001	11750000	0.013601	0.019002	68	79	111	68	9673	0	9999
chr3	11750001	11760000	0.426843	0.268427	2214	1352	1332	2054	3047	0	9999
chr3	11760001	11770000	0.636564	0.363436	3258	1732	1902	3107	0	0	9999
chr3	11770001	11780000	0.559556	0.440444	2751	2308	2096	2844	0	0	9999
chr3	11780001	11790000	0.657566	0.342434	3176	1728	1696	3399	0	0	9999
chr3	11790001	11800000	0.640164	0.359836	3216	1705	1893	3185	0	0	9999
chr3	11800001	11810000	0.593759	0.406241	2927	1966	2096	3010	0	0	9999
chr3	11810001	11820000	0.677768	0.322232	3486	1379	1843	3291	0	0	9999
chr3	11820001	11830000	0.547955	0.452045	2807	2062	2458	2672	0	0	9999
chr3	11830001	11840000	0.580158	0.419842	3004	1977	2221	2797	0	0	9999
chr3	11840001	11850000	0.545555	0.454445	2677	2134	2410	2778	0	0	9999
chr3	11850001	11860000	0.598360	0.401640	2946	2003	2013	3037	0	0	9999
chr3	11860001	11870000	0.637864	0.362136	3149	1805	1816	3229	0	0	9999
chr3	11870001	11880000	0.577658	0.422342	2816	2050	2173	2960	0	0	9999
chr3	11880001	11890000	0.666267	0.333733	3465	1680	1657	3197	0	0	9999
chr3	11890001	11900000	0.625163	0.374837	3269	2009	1739	2982	0	0	9999
chr3	11900001	11910000	0.635564	0.364436	3231	1824	1820	3124	0	0	9999
chr3	11910001	11920000	0.569357	0.430643	2748	2168	2138	2945	0	0	9999
chr3	11920001	11930000	0.603760	0.396240	2934	2029	1933	3103	0	0	9999
chr3	11930001	11940000	0.585359	0.414641	2869	2196	1950	2984	0	0	9999
chr3	11940001	11950000	0.570357	0.427643	2963	2018	2258	2740	20	0	9999
chr3	11950001	11960000	0.529953	0.470047	2760	2322	2378	2539	0	0	9999
chr3	11960001	11970000	0.269527	0.200720	1514	1077	930	1181	5297	0	9999
chr3	11970001	11980000	0.495950	0.329733	2407	1752	1545	2552	1743	0	9999
chr3	11980001	11990000	0.614761	0.385239	3087	1900	1952	3060	0	0	9999
chr3	11990001	12000000	0.599160	0.400840	3100	2100	1908	2891	0	0	9999
chr3	12000001	12010000	0.637264	0.362736	3187	1862	1765	3185	0	0	9999
chr3	12010001	12020000	0.546455	0.453545	2690	2152	2383	2774	0	0	9999
chr3	12020001	12030000	0.655666	0.344334	3320	1738	1705	3236	0	0	9999
chr3	12030001	12040000	0.592359	0.407641	3132	2090	1986	2791	0	0	9999
chr3	12040001	12050000	0.575158	0.424842	3055	2183	2065	2696	0	0	9999
chr3	12050001	12060000	0.567457	0.432543	2856	2156	2169	2818	0	0	9999
chr3	12060001	12070000	0.547055	0.452945	2885	2023	2506	2585	0	0	9999
chr3	12070001	12080000	0.510351	0.489649	2505	2438	2458	2598	0	0	9999
chr3	12080001	12090000	0.408941	0.461346	2146	2337	2276	1943	1297	0	9999
chr3	12090001	12100000	0.511251	0.488749	2524	2427	2460	2588	0	0	9999
chr3	12100001	12110000	0.478548	0.521452	2423	2588	2626	2362	0	0	9999
chr3	12110001	12120000	0.535554	0.464446	2492	2291	2353	2863	0	0	9999
chr3	12120001	12130000	0.556156	0.443844	2925	1998	2440	2636	0	0	9999
chr3	12130001	12140000	0.635164	0.364836	3033	1950	1698	3318	0	0	9999
chr3	12140001	12150000	0.649265	0.350735	3330	1763	1744	3162	0	0	9999
chr3	12150001	12160000	0.487649	0.512351	2387	2604	2519	2489	0	0	9999
chr3	12160001	12170000	0.512751	0.487249	2571	2282	2590	2556	0	0	9999
chr3	12170001	12180000	0.472247	0.527753	2298	2536	2741	2424	0	0	9999
chr3	12180001	12190000	0.520852	0.479148	2540	2368	2423	2668	0	0	9999
chr3	12190001	12200000	0.534053	0.465947	2529	2374	2285	2811	0	0	9999
chr3	12200001	12210000	0.585159	0.414841	2981	2166	1982	2870	0	0	9999
chr3	12210001	12220000	0.612061	0.387939	3013	1777	2102	3107	0	0	9999
chr3	12220001	12230000	0.565957	0.434043	2731	1872	2468	2928	0	0	9999
chr3	12230001	12240000	0.568257	0.431743	2810	2141	2176	2872	0	0	9999
chr3	12240001	12250000	0.587959	0.412041	3024	1987	2133	2855	0	0	9999
chr3	12250001	12260000	0.629163	0.370837	3155	1795	1913	3136	0	0	9999
chr3	12260001	12270000	0.586659	0.413341	2985	1973	2160	2881	0	0	9999
chr3	12270001	12280000	0.604560	0.395440	2971	1743	2211	3074	0	0	9999
chr3	12280001	12290000	0.599960	0.400040	3049	1953	2047	2950	0	0	9999
chr3	12290001	12300000	0.565957	0.434043	2835	2144	2196	2824	0	0	9999
chr3	12300001	12310000	0.566457	0.433543	2817	2178	2157	2847	0	0	9999
chr3	12310001	12320000	0.607961	0.392039	3086	1968	1952	2993	0	0	9999
chr3	12320001	12330000	0.571857	0.428143	2982	2152	2129	2736	0	0	9999
chr3	12330001	12340000	0.526753	0.473247	2514	2445	2287	2753	0	0	9999
chr3	12340001	12350000	0.560456	0.439544	2761	2227	2168	2843	0	0	9999
chr3	12350001	12360000	0.555956	0.444044	2851	2366	2074	2708	0	0	9999
chr3	12360001	12370000	0.538854	0.461146	2679	2324	2287	2709	0	0	9999
chr3	12370001	12380000	0.544254	0.455746	2608	2255	2302	2834	0	0	9999
chr3	12380001	12390000	0.544854	0.455146	2731	2218	2333	2717	0	0	9999
chr3	12390001	12400000	0.589759	0.397840	2851	1925	2053	3046	124	0	9999
chr3	12400001	12410000	0.585259	0.414741	2929	2311	1836	2923	0	0	9999
chr3	12410001	12420000	0.552355	0.447645	2863	2296	2180	2660	0	0	9999
chr3	12420001	12430000	0.612561	0.387439	3008	1947	1927	3117	0	0	9999
chr3	12430001	12440000	0.570257	0.429743	3039	2211	2086	2663	0	0	9999
chr3	12440001	12450000	0.515852	0.484148	2384	2535	2306	2774	0	0	9999
chr3	12450001	12460000	0.559656	0.440344	2724	2170	2233	2872	0	0	9999
chr3	12460001	12470000	0.584858	0.415142	3056	2151	2000	2792	0	0	9999
chr3	12470001	12480000	0.601860	0.398140	3103	2126	1855	2915	0	0	9999
chr3	12480001	12490000	0.556456	0.443544	2794	2039	2396	2770	0	0	9999
chr3	12490001	12500000	0.542654	0.457346	2683	2292	2281	2743	0	0	9999
