id V1 win_mid pi_n winpi frac_utr frac_cds entropy ling_complex exp d_xy_n d_xy_meanm frac_GC
chr3 23620001 NA NA NA NA 0 0 0.986828841137397 0.963447625472393 0 762 0.0311029740163598 0.405041
chr3 23630001 chr3 23635000 1428 0.00241749380404842 0.1341 0.103 0.993607311515457 0.957190354578684 4 1089 0.0280749247691396 0.434643
chr3 23640001 chr3 23645000 3945 0.000679632999024634 0.1231 0.5599 0.998699094253455 0.959138437816219 2 3391 0.0158498976694199 0.49975
chr3 23650001 chr3 23655000 1238 0.00214177314338865 0.0937 0.0792 0.992576695756789 0.963784926103627 2 1104 0.0149250658761528 0.435944
chr3 23660001 NA NA NA NA NA NA NA NA NA 657 0.0529611180296112 NA
chr3 23670001 NA NA NA NA 0.0182 0.0237 0.983972969378801 0.86397835769011 0 203 0.0206000895656068 0.39524
chr3 23680001 chr3 23685000 1787 0.00377982398127893 0.0724 0.0933 0.984573906277272 0.96138940325323 1 1223 0.025390322405858 0.39804
chr3 23690001 chr3 23695000 1475 0.00325155070917783 0.0366 0.2715 0.985889923165976 0.961685401766354 3 1341 0.0227408311300929 0.407841
chr3 23700001 chr3 23705000 1341 0.00357037940930559 0.1838 0.034 0.98926065802056 0.961403170625934 3 1258 0.0200077082430024 0.423742
chr3 2370001 chr3 2375000 1229 0.000579431417511157 0.102 0.1191 0.998950576667935 0.961561495412023 4 1049 0.022386812424944 0.483148
chr3 23710001 chr3 23715000 1666 0.00161908919411921 0.0569 0.0179 0.957829767393335 0.855745468813459 0 974 0.037782340862423 0.337334
chr3 23720001 chr3 23725000 1290 0.00178005457075225 0.1003 0.0069 0.99422744225063 0.909500175534002 4 966 0.0469681284898676 0.442044
chr3 23730001 chr3 23735000 1988 0.00135205170416438 0.0847 0.0374 0.986534981202002 0.962532095187615 4 1528 0.0359427058543551 0.408641
chr3 23740001 chr3 23745000 1526 0.00466453598825814 0 0 0.984033287448836 0.958360581258476 0 706 0.0430079835178985 0.39524
chr3 23750001 chr3 23755000 1910 0.00224154553997486 0.0263 0.1459 0.999716533057022 0.961816191807036 0 1631 0.0180095298121049 0.512651
chr3 23760001 chr3 23765000 1935 0.000357058961710125 0.0929 0.1195 0.994785496927525 0.967853184737491 2 1831 0.0300807875903452 0.440144
chr3 23770001 chr3 23775000 1820 0.00459245882322805 0.1472 0.1213 0.989769942488807 0.958718532948765 2 1121 0.0429875506592723 0.416242
chr3 23780001 chr3 23785000 1358 0.00303626172551062 0.1856 0.1454 0.988755754645625 0.948454956598358 2 796 0.0418201982272334 0.412741
chr3 23790001 NA NA NA NA NA NA NA NA NA 1011 0.0151665018133861 NA
chr3 23800001 chr3 23805000 2207 0.00214754283626055 0.1191 0.2266 0.998135286179186 0.960377501359528 3 1968 0.0167512661796198 0.482948
chr3 2380001 chr3 2385000 1662 0.00440940928305549 0 0 0.972788286728027 0.954657570191551 0 1218 0.0594338611579991 0.332733
chr3 23810001 NA NA NA NA 0 0 0.995071632640302 0.909472640788595 0 NA NA 0.442444
chr3 23820001 NA NA NA NA 0 0 0.97021061381206 0.951263500629857 0 NA NA 0.358536
chr3 23830001 NA NA NA NA 0.0537 0.066 0.976019600039839 0.935334650411989 1 344 0.0523255813953488 0.372737
chr3 23840001 NA NA NA NA 0.0372 0.0468 0.9717152755607 0.950609550426444 1 NA NA 0.361136
chr3 23850001 NA NA NA NA 0.0794 0.1701 0.996375762650064 0.963839995594441 2 315 0.0393458393458393 0.453045
chr3 23860001 chr3 23865000 2803 0.00266921804560049 0.0445 0.2853 0.996826810007898 0.964796827997329 4 2445 0.0334665675156473 0.453145
chr3 23870001 chr3 23875000 1500 0.00371919191919192 0.1442 0.0351 0.983328712972687 0.953197816494689 1 1039 0.0590467440804303 0.393039
chr3 23880001 chr3 23885000 1249 0.00134653177087124 0.073 0.0563 0.990664813701065 0.964838130115439 3 923 0.0250894645260842 0.419742
chr3 23890001 NA NA NA NA NA NA NA NA NA 1981 0.0372118458690897 NA
chr3 23900001 NA NA NA NA NA NA NA NA NA 905 0.0539527875439478 NA
chr3 2390001 chr3 2395000 2975 0.00186042528899672 0.149 0.0521 0.989107156378478 0.950872790345795 1 1545 0.0312327155045602 0.386839
chr3 23910001 NA NA NA NA 0 0 0.950663716503855 0.940593786784699 0 669 0.0804577211527884 0.317532
chr3 23920001 chr3 23925000 2110 0.00137009909521758 0.0103 0.2799 0.994233748310106 0.965863799381845 3 1856 0.0434228756157635 0.438944
chr3 23930001 chr3 23935000 1289 0.00121306156992735 0.1765 0.1632 0.987685533111776 0.96415664516662 2 1074 0.0294565769426105 0.408041
chr3 23940001 chr3 23945000 3548 0.000816883229510062 0.1231 0.2357 0.989268729722805 0.964142877793916 3 3371 0.0266051929875721 0.414441
chr3 23950001 chr3 23955000 1569 0.00160302837167082 0.0625 0.1477 0.970149477735882 0.953913719875268 2 1294 0.0279234160996139 0.359336
chr3 23960001 NA NA NA NA NA NA NA NA NA 1699 0.0177445861966168 NA
chr3 23970001 NA NA NA NA 0.0299 0 0.982167549767498 0.956983843988133 0 744 0.0361579504724666 0.391539
chr3 23980001 NA NA NA NA 0.037 0.0274 0.933439181605085 0.928037942879171 2 318 0.0577472841623785 0.289929
chr3 23990001 chr3 23995000 1227 0.00256847200612482 0.2136 0.0499 0.970081684687628 0.952185914600987 2 1009 0.0467819923716851 0.357236
chr3 24000001 chr3 24005000 1329 0.00254445830066597 0 0 0.967090733248629 0.948028168044551 0 466 0.0258561181307962 0.350335
chr3 2400001 chr3 2405000 3362 0.0015580592320628 0.1251 0.0317 0.99917226487803 0.967013375002581 1 2726 0.0176673717576139 0.50425
chr3 240001 NA NA NA NA NA NA NA NA NA 1687 0.0340712143023939 NA
chr3 24010001 NA NA NA NA 0.006 0.0552 0.970545562582583 0.95167652181096 0 288 0.0344065656565657 0.358536
chr3 24020001 chr3 24025000 1135 0.000744277748683035 0.0614 0.1567 0.989796578801665 0.956426265393644 4 987 0.0305409720303337 0.417142
chr3 24030001 chr3 24035000 2007 0.00177699729269236 0.1717 0.1008 0.982639894405086 0.957438167287346 4 1610 0.0391862485340746 0.394839
chr3 24040001 NA NA NA NA 0 0 0.936727646523621 0.932508344866889 0 299 0.0807820941600206 0.169617
chr3 24050001 chr3 24055000 1478 0.00085086316480092 0.0573 0.0972 0.995746399839408 0.955115025861882 1 446 0.0450468813697513 0.438044
chr3 24060001 NA NA NA NA 0 0 0.996094948108286 0.948016570221957 0 NA NA 0.186119
chr3 24090001 chr3 24095000 1461 0.00202849853773878 0.0892 0.1719 0.989741234920817 0.911840827063937 1 305 0.0426229508196721 0.407441
chr3 24100001 chr3 24105000 2156 0.00119047619047619 0.0829 0.1196 0.994542082904014 0.90881180689883 1 708 0.0591080294470125 0.440244
chr3 2410001 chr3 2415000 1715 0.00160954691566936 0.3454 0.0697 0.997937992328436 0.958842439303096 1 775 0.0373020527859238 0.464146
chr3 24110001 chr3 24115000 2261 0.00197617508541878 0.0528 0.0972 0.994122492455429 0.96062531406819 1 1029 0.031691211283048 0.436744
chr3 24120001 NA NA NA NA 0.0191 0.0972 0.997053537121234 0.954347392115426 0 293 0.0310269934843314 0.457446
chr3 24130001 NA NA NA NA 0 0 0.995626456459726 0.940992975710471 0 NA NA 0.487249
chr3 24150001 chr3 24155000 1476 0.00277983082861131 0.0946 0.0416 0.990465468653981 0.943245565270127 0 470 0.0387814313346228 0.40274
chr3 24160001 chr3 24165000 1787 0.00282446521954077 0.0269 0 0.985806148281995 0.952922469040621 0 606 0.043954395439544 0.40124
chr3 24170001 NA NA NA NA 0 0 0.991860052479816 0.945920423067237 0 NA NA 0.044904
chr3 24190001 NA NA NA NA 0 0 0.985866270257373 0.952387911177916 0 NA NA 0.39844
chr3 24200001 NA NA NA NA 0.0406 0.0844 0.986029496051981 0.948131423339827 0 NA NA 0.40204
chr3 2420001 chr3 2425000 2117 0.00264160339738989 0.184 0.1017 0.999297205549039 0.964789944310977 1 927 0.0471208942082728 0.480948
chr3 24220001 NA NA NA NA 0.0199 0.3388 0.993980090478546 0.96492073435166 1 269 0.0297397769516729 0.435644
chr3 24230001 chr3 24235000 1198 0.00260535235493499 0.0827 0.1589 0.988150617857942 0.958835555616744 1 896 0.029203869047619 0.410041
chr3 24240001 NA NA NA NA 0 0 0.987411628622485 0.866993412312161 0 224 0.0243506493506494 0.408841
chr3 24250001 chr3 24255000 1341 0.00465279190111405 0.3204 0.1742 0.998190425284912 0.962683536287353 3 1207 0.0336609675880596 0.465947
chr3 24260001 NA NA NA NA NA NA NA NA NA 910 0.0557557826788596 NA
chr3 24270001 NA NA NA NA 0.2467 0.0311 0.989035033368572 0.961706052825409 3 377 0.0471304557511454 0.413341
chr3 24280001 NA NA NA NA NA NA NA NA NA 1364 0.0218950160299134 NA
chr3 24290001 chr3 24295000 1445 0.00373912131697599 0.1824 0.087 0.994177572117769 0.963784926103627 0 1339 0.0288198856160021 0.437244
chr3 24300001 chr3 24305000 1007 0.011663576410349 0 0.2588 0.989839008715857 0.963330602804414 3 975 0.0281842089534397 0.422642
chr3 2430001 NA NA NA NA NA NA NA NA NA 409 0.0661183966807439 NA
chr3 24310001 chr3 24315000 2164 0.0031143225228253 0.0602 0.1519 0.98910211824863 0.963103441154807 3 1895 0.0162948748700728 0.413841
chr3 24320001 chr3 24325000 1006 0.00266883547201638 0.0599 0.117 0.998835971388651 0.962194794556381 3 745 0.0201484645108806 0.480348
chr3 24330001 NA NA NA NA 0.21 0.0431 0.996466112133082 0.962958883741421 1 182 0.00749250749250749 0.452445
chr3 24340001 NA NA NA NA 0.2283 0.3097 0.997512661281073 0.954987574946135 3 833 0.0106944875852439 0.486049
chr3 24350001 chr3 24355000 1252 0.00262126052860877 0.3086 0.1932 0.999860588848377 0.956928774497319 4 804 0.0132575757575758 0.490649
chr3 24360001 chr3 24365000 1239 0.00504203894034403 0.0578 0.0653 0.972753934047093 0.952337355700725 4 1025 0.0211461709022685 0.364736
chr3 24370001 NA NA NA NA 0.0741 0.2533 0.995963767041585 0.962986418486828 2 717 0.0438273952918304 0.455546
chr3 24380001 chr3 24385000 1272 0.002935560246881 0.0816 0.1512 0.997148967982484 0.962022702397588 3 892 0.0259121483897269 0.455946
chr3 24390001 chr3 24395000 1223 0.00390990857057905 0.0466 0.1027 0.990478425906773 0.959909410687611 4 683 0.0776797141365223 0.422542
chr3 24400001 NA NA NA NA NA NA NA NA NA 1162 0.023064614673909 NA
chr3 2440001 chr3 2445000 1245 0.00214864118478576 0.2234 0.1418 0.991127430655541 0.955517618795217 3 786 0.0168975426609014 0.424742
chr3 24410001 NA NA NA NA NA NA NA NA NA 1434 0.0494009128946367 NA
chr3 24420001 NA NA NA NA NA NA NA NA NA 1646 0.0262408409735263 NA
chr3 24430001 NA NA NA NA NA NA NA NA NA 1234 0.0536820014129577 NA
chr3 24440001 chr3 24445000 1846 0.00279884434814012 0.1636 0.0659 0.992051227681866 0.965030873333287 3 1705 0.0272371811961255 0.426043
chr3 24450001 chr3 24455000 1644 0.00153868840000227 0.0444 0.2016 0.984179433977799 0.960577128263728 4 1551 0.0133645636546991 0.408341
chr3 24460001 NA NA NA NA 0.0249 0.0929 0.955955544238221 0.932863407011723 4 580 0.0353709508881923 0.330233
chr3 24470001 chr3 24475000 1352 0.00264323940359443 0 0 0.992356036033671 0.963929483517013 0 1091 0.0395618741173278 0.428643
chr3 24480001 chr3 24485000 1338 0.000380486479141188 0.097 0.1548 0.993310721641312 0.95472599486477 4 1232 0.0163497217068646 0.432043
chr3 24490001 NA NA NA NA 0 0 0.967114468943958 0.948337933930378 0 689 0.0402163873861987 0.350335
chr3 24500001 chr3 24505000 1684 0.00168070251205643 0.2717 0.0776 0.990024589259858 0.962366886715174 3 1412 0.024184479354451 0.420742
chr3 2450001 NA NA NA NA 0.0599 0.1147 0.995201261213995 0.933185641593686 4 361 0.0493767543629039 0.453845
chr3 24510001 chr3 24515000 1133 0.00441306266548985 0.1524 0.0281 0.981296998721807 0.95472599486477 3 709 0.0591785271616019 0.387739
chr3 24520001 chr3 24525000 1748 0.00117496919556416 0.0876 0.2743 0.991446813308096 0.961196660035382 3 1675 0.0122982987162092 0.434843
chr3 24530001 NA NA NA NA 0 0 0.984366680897626 0.958360581258476 0 666 0.0394852894852895 0.39634
chr3 24540001 NA NA NA NA 0.0443 0.0283 0.978988316761453 0.956639659670547 1 775 0.0331964809384164 0.381238
chr3 24550001 NA NA NA NA 0 0 0.984764255767004 0.899291668674409 0 NA NA 0.40034
chr3 24560001 chr3 24565000 1219 0.0024452987537483 0.142 0.1553 0.991827622176583 0.962532095187615 4 1077 0.0179639611394486 0.427543
chr3 24570001 NA NA NA NA 0.0659 0.2963 0.991647866210737 0.86799154683316 4 665 0.0193657219973009 0.439844
chr3 24580001 chr3 24585000 1673 0.00575682536232446 0.0278 0.3329 0.993705897159969 0.963069022723049 4 1356 0.0137840281645591 0.444144
chr3 24590001 NA NA NA NA 0.1322 0.0168 0.987164417017558 0.956405614334588 0 704 0.0285231577134986 0.406541
chr3 24600001 chr3 24605000 1147 0.00107262687907849 0.0332 0.3992 0.990899165390773 0.871867062249176 4 646 0.0143188854489164 0.449245
chr3 24610001 NA NA NA NA NA NA NA NA NA 1187 0.0369788874422404 NA
chr3 24620001 NA NA NA NA 0.3677 0.056 0.990962008282531 0.962538978873967 3 894 0.0477128669242763 0.421142
chr3 24630001 chr3 24635000 1685 0.00344711668153805 0.1155 0.1191 0.996720736159715 0.953190932808338 3 1329 0.028924423958284 0.455846
chr3 24640001 chr3 24645000 1341 0.00176788163365345 0 0 0.976556714276476 0.951697172870015 0 786 0.0646204410517388 0.374137
chr3 24660001 chr3 24665000 1928 0.00247656907407945 0.0917 0.135 0.990296148238168 0.963764275044572 3 1629 0.0361237391624132 0.420042
chr3 24670001 chr3 24675000 1041 0.00133903880301574 0.1591 0.1403 0.987447518353297 0.962600932051132 1 686 0.0572135347645552 0.407241
chr3 24680001 NA NA NA NA NA NA NA NA NA 149 0.050640634533252 NA
chr3 24690001 NA NA NA NA 0 0.1478 0.98576345409319 0.952736609509124 0 678 0.0254759989273264 0.40364
chr3 24700001 chr3 24705000 1417 0.00226684630354355 0.0844 0.2615 0.980760604695786 0.950678387289962 2 1144 0.0250450307268489 0.385439
chr3 2470001 chr3 2475000 1265 0.00277214221878254 0.1035 0.0476 0.982631343103218 0.959822599132474 4 986 0.0492343018712187 0.358436
chr3 24710001 NA NA NA NA NA NA NA NA NA 1822 0.0195676579183714 NA
chr3 24720001 NA NA NA NA 0 0 0.945377209505144 0.936436040228263 0 547 0.0656334829095341 0.308631
chr3 24730001 NA NA NA NA 0 0 0.977559658348499 0.932395316339806 0 218 0.0221017514595496 0.378438
chr3 24740001 chr3 24745000 1283 0.00122818205437068 0.1931 0.1143 0.998287324801916 0.869870793207178 4 438 0.0151515151515152 0.528653
chr3 24750001 chr3 24755000 1473 0.00279530381363375 0.2353 0.0372 0.995502413927298 0.965189198119377 2 1080 0.0277507985841319 0.446845
chr3 24760001 NA NA NA NA 0.1222 0.1024 0.998651387867851 0.963839995594441 1 388 0.0221415182755389 0.470147
chr3 24770001 NA NA NA NA 0.2768 0.0308 0.988343091007041 0.869292563553634 2 489 0.0358957674908595 0.413241
chr3 24780001 chr3 24785000 1102 0.00194412363196392 0.2136 0.2412 0.997323691877507 0.96604277522699 3 1006 0.036259714440629 0.459546
chr3 24790001 NA NA NA NA NA NA NA NA NA 881 0.04235029064768 NA
chr3 24800001 chr3 24805000 1528 0.00309651081902391 0.1291 0.1551 0.992567125491965 0.963351253863469 4 1142 0.0233335695244627 0.430443
chr3 2480001 chr3 2485000 1069 0.00994938955649897 0 0 0.971240379463801 0.935444789393616 0 240 0.0617108585858586 0.361236
chr3 24810001 chr3 24815000 2066 0.00274462549389945 0.1842 0.497 0.998731445315663 0.968617273922531 4 1874 0.0283135132388067 0.476048
chr3 24820001 chr3 24825000 1020 0.00281639928698752 0.0405 0.0761 0.95711086021435 0.946479338615415 2 864 0.0276725589225589 0.329533
chr3 24830001 NA NA NA NA NA NA NA NA NA 1774 0.016316490724608 NA
chr3 24840001 chr3 24845000 1200 0.00180583305583306 8e-04 0.1487 0.983748295322582 0.947739053217779 2 NA NA 0.394539
chr3 24850001 chr3 24855000 1600 0.0035530303030303 0 0.1317 0.999112775517245 0.951683405497312 1 NA NA 0.486249
chr3 24860001 chr3 24865000 1026 0.00222626626135398 0 0 0.967597997940013 0.942493684217772 0 179 0.0416455053326562 0.352035
chr3 24870001 chr3 24875000 1608 0.00212573496155586 0.0454 0.0477 0.936567327618245 0.931817086686262 0 943 0.0385616504386388 0.293529
chr3 24880001 NA NA NA NA NA NA NA NA NA 923 0.0334466003480088 NA
chr3 24890001 NA NA NA NA NA NA NA NA NA 112 0.0989583333333333 NA
chr3 24900001 NA NA NA NA NA NA NA NA NA 553 0.038947339580251 NA
chr3 2490001 chr3 2495000 1628 0.00234016597652961 0.1187 0.0802 0.99303566430211 0.960363733986825 2 320 0.0416666666666667 0.430843
chr3 24910001 NA NA NA NA 0.0205 0.1444 0.991358636409202 0.954058277288654 0 340 0.048373440285205 0.426043
chr3 24920001 chr3 24925000 1112 0.00177340644966544 0 0 0.984246205478386 0.958195372786034 0 941 0.0273081505812643 0.39664
chr3 24930001 chr3 24935000 2355 0.00112363220643476 0.0446 0.1469 0.997614255835445 0.956481334884457 1 1982 0.0260403068172998 0.461746
chr3 24940001 chr3 24945000 1780 0.00256554307116105 0.0045 0.1457 0.99910720595967 0.968878854003896 1 1585 0.0177564286397094 0.476048
chr3 24950001 chr3 24955000 2351 0.00136518805170443 0.2252 0.0503 0.969463597681627 0.949143325233529 4 2120 0.0224139068478691 0.356436
chr3 24960001 chr3 24965000 1065 0.00223863773159547 0 0 0.97520046453651 0.951944985578677 0 206 0.0417034421888791 0.370437
chr3 24970001 chr3 24975000 1104 0.00206116347420696 0.1563 0.1696 0.996235230272584 0.875246952247868 2 274 0.0557398805573988 0.450045
chr3 24980001 chr3 24985000 1268 0.00477083379291581 0 0 0.946697103281893 0.934825257621962 0 NA NA 0.311031
chr3 25000001 NA NA NA NA 0.1025 0.0338 0.99600313392548 0.942087546723021 0 159 0.0886220697541452 0.475748
chr3 250001 NA NA NA NA NA NA NA NA NA 1088 0.0331449341100076 NA
chr3 25010001 NA NA NA NA 0 0 0.998628253510729 0.962656001541946 0 NA NA 0.475148
chr3 25020001 NA NA NA NA 0 0 0.987943777240536 0.930756998988098 0 172 0.0529422128259338 0.410141
chr3 25030001 chr3 25035000 2533 0.000668748280276111 0.0722 0.3152 0.989007993611837 0.962394421460581 2 2378 0.0166397241670581 0.412941
chr3 25040001 NA NA NA NA NA NA NA NA NA 689 0.0363488712545316 NA
chr3 25050001 NA NA NA NA 0.0475 0.0316 0.954200780579677 0.936146925401491 0 532 0.0263955342902711 0.323832
chr3 25060001 NA NA NA NA 0.0907 0.008 0.982508841189266 0.958422534435641 0 162 0.0958660680882903 0.393739
chr3 25070001 chr3 25075000 1337 0.00606740554384533 0.0629 0.0404 0.977304142105448 0.953376792339834 2 644 0.0258728590250329 0.379538
chr3 25080001 chr3 25085000 1704 0.00149914639351259 0.3124 0.3871 0.999237725661545 0.962965767427773 3 1323 0.0150770746008841 0.512051
chr3 25090001 NA NA NA NA 0.1195 0.0871 0.985684227815917 0.952006938755843 3 415 0.0299393377706631 0.40254
chr3 25100001 chr3 25105000 1291 0.00143651855503133 0.24 0.4644 0.999554742315151 0.963523346022262 3 1265 0.0209262015981384 0.489549
chr3 2510001 chr3 2515000 1077 0.00554570777412003 0.1331 0.0763 0.989042617132982 0.945680830998616 1 387 0.0400908307885052 0.413141
chr3 25110001 chr3 25115000 2386 0.00158334261435687 0.0267 0.1311 0.982564863318688 0.959992014923832 4 1709 0.0278709587662192 0.392039
chr3 25120001 chr3 25125000 2482 0.00067976611087006 0 0 0.983529056249322 0.960997033131182 0 2029 0.0236210233006684 0.394839
chr3 25130001 chr3 25135000 2304 0.000921676702926701 0.1355 0.0745 0.996117031662807 0.964170412539323 4 1790 0.0130825878032582 0.453045
chr3 25140001 NA NA NA NA NA NA NA NA NA 1535 0.0247273030986386 NA
chr3 25150001 chr3 25155000 1667 0.00021813819054371 0 0.2418 0.989638158844567 0.871956550171748 1 NA NA 0.415842
chr3 25160001 chr3 25165000 1033 0.00227346064712957 0 0 0.998448606022634 0.945708365744023 0 NA NA 0.510851
chr3 25170001 NA NA NA NA 0 0 0.999620416826268 0.973693693693694 0 NA NA 0.035104
chr3 25190001 NA NA NA NA 0 0 0.994107246453083 0.960137036895528 0 NA NA 0.266727
chr3 25200001 chr3 25205000 1055 0.00282349561970415 0 0 0.994051187177501 0.936029654640878 0 NA NA 0.188219
chr3 2520001 NA NA NA NA 0.2401 0.2381 0.997202625244176 0.959778620646929 3 606 0.0192519251925193 0.457646
chr3 25220001 NA NA NA NA 0 0 0.991183832925662 0.912835457851922 0 565 0.0532448377581121 0.248625
chr3 25230001 chr3 25235000 1556 0.000950377814131028 0 0.0982 0.967718424784397 0.95183484659705 1 367 0.0136239782016349 0.351735
chr3 25240001 NA NA NA NA NA NA NA NA NA 620 0.0293010752688172 NA
chr3 25250001 chr3 25255000 1955 0.000322405642098737 0.2308 0.1564 0.99173962058535 0.965340639219115 2 1418 0.0125528913963329 0.424842
chr3 25260001 NA NA NA NA 0.0496 0.1261 0.986668905956575 0.962525211501263 1 NA NA 0.406841
chr3 25270001 NA NA NA NA 0.0142 0.0555 0.978619357213145 0.955070179182356 0 NA NA 0.382838
chr3 25280001 NA NA NA NA 0.1446 0.1707 0.992339017237728 0.902024492156039 1 NA NA 0.427843
chr3 25290001 NA NA NA NA 0.1575 0.2165 0.985670464931053 0.865719930337094 1 NA NA 0.40294
chr3 25300001 chr3 25305000 1259 0.00136731153411058 0 0.0629 0.957204474393525 0.945605110448748 0 518 0.0292691542691543 0.329833
chr3 2530001 NA NA NA NA 0.0681 0.0964 0.984273719629359 0.961411184026025 1 875 0.0388937728937729 0.338634
chr3 25310001 chr3 25315000 2098 0.00147326458098622 0 0.1808 0.993716042118308 0.963206696450083 2 659 0.0278659125396606 0.434843
chr3 25320001 chr3 25325000 1088 0.00692401960784313 0.0706 0.1695 0.979230300199193 0.954457531097053 3 545 0.0157631359466222 0.381238
chr3 25330001 chr3 25335000 1683 0.00261756464965021 0.0931 0.1731 0.987672453875769 0.961664750707299 3 1476 0.0188939899305753 0.407841
chr3 25340001 chr3 25345000 2326 0.000759529951275439 0 0 0.984531055755022 0.959757969587874 0 2120 0.0273120354488279 0.39714
chr3 25350001 chr3 25355000 1531 0.00115392989331592 0 0 0.965867824299967 0.948179609144289 0 1102 0.0156671066380685 0.347435
chr3 25360001 chr3 25365000 1383 0.00204093327737579 0.0654 0 0.996757025722299 0.875549834447343 0 1317 0.0259202326400504 0.457546
chr3 25370001 chr3 25375000 2455 0.00117212047965612 0.3699 0.0806 0.998025062393086 0.960756104108872 4 1990 0.0118113461078285 0.535554
chr3 25380001 chr3 25385000 1547 0.00151085716696577 0.209 0.0331 0.9957958076358 0.965340639219115 1 1374 0.0171067409058675 0.446245
chr3 25390001 chr3 25395000 1854 0.000847911527523177 0.1605 0.0621 0.990253263791202 0.962669768914649 3 1799 0.0140909673983604 0.418342
chr3 25400001 chr3 25405000 2466 0.00188994568556612 0.1 0.0478 0.99093383612296 0.961602797530133 3 2102 0.0360726333609302 0.424342
chr3 25410001 chr3 25415000 2429 0.00137691319247515 0 0 0.994239865260194 0.965636637732238 0 2328 0.0225154999639536 0.437144
chr3 25420001 NA NA NA NA 0.104 0.075 0.973022475158038 0.948138307026179 3 377 0.0513222409774134 0.364836
chr3 25430001 NA NA NA NA 0.0658 0.2298 0.992645168252077 0.955097713927763 1 251 0.0695400217312568 0.429943
chr3 25440001 NA NA NA NA 0 0 0.956821596349151 0.845860495212396 0 378 0.0611752445085778 0.329533
chr3 25450001 NA NA NA NA 0.1497 0.123 0.989630099580976 0.950217180304397 3 628 0.0112764093655813 0.416442
chr3 25460001 NA NA NA NA 0.0846 0.0626 0.934933242788041 0.928726311514342 3 456 0.0458034290271132 0.292629
chr3 25470001 chr3 25475000 2359 0.000806710598995464 0 0.4005 0.989303697215881 0.963895065085254 3 2170 0.0132872503840246 0.428743
chr3 25480001 chr3 25485000 1593 0.000766611501074777 0 0.5684 0.992749986379627 0.964376923129875 3 1571 0.00939856875566615 0.434743
chr3 25490001 chr3 25495000 1639 0.00243307638060536 0.0586 0.1853 0.980338156522278 0.959950712805722 3 1511 0.0203631576894317 0.394039
chr3 25500001 chr3 25505000 1268 0.00901443456648502 0.0176 0.096 0.980060373678401 0.949797275436942 0 537 0.0556740590260143 0.384638
chr3 2550001 NA NA NA NA 0 0.0716 0.984399730281779 0.956621480709072 0 NA NA 0.216422
chr3 25510001 NA NA NA NA NA NA NA NA NA 324 0.0729283576505799 NA
chr3 25520001 chr3 25525000 2754 0.0014738468986835 0.1127 0.197 0.984689381065886 0.959351832093122 3 1505 0.0151662291197175 0.40264
chr3 25530001 NA NA NA NA NA NA NA NA NA 1440 0.0246212121212121 NA
chr3 25540001 chr3 25545000 1848 0.0021304453122635 0.1784 0.1035 0.991694663111094 0.966179963399914 3 1443 0.0235935235935236 0.373437
chr3 25550001 chr3 25555000 1650 0.000528925619834711 0.0867 0.0848 0.972632294089349 0.952757260568179 3 1403 0.022419490701743 0.364636
chr3 25560001 NA NA NA NA 0.0445 0.0957 0.95381163747512 0.939175747396246 3 728 0.0580429186198417 0.323032
chr3 25570001 chr3 25575000 2639 0.00183671324254879 0.1271 0.158 0.990101317762694 0.966318122681058 3 1824 0.0175285241074715 0.417742
chr3 25580001 NA NA NA NA 0.043 0.0311 0.964366903363875 0.942975542262392 0 137 0.0218978102189781 0.344634
chr3 25590001 NA NA NA NA 0 0 0.976764130853839 0.957280080889788 0 NA NA 0.027603
chr3 25600001 NA NA NA NA 0.0378 0.0136 0.96999659101162 0.951701141041005 0 NA NA 0.329633
chr3 25610001 NA NA NA NA 0 0 0.995570645760023 0.956316126412016 0 NA NA 0.470747
chr3 25620001 NA NA NA NA 0.1426 0.0622 0.974883306690721 0.854107151461751 1 NA NA 0.369137
chr3 25630001 NA NA NA NA 0.064 0.1146 0.984395259459315 0.945309111935624 1 NA NA 0.39734
chr3 25640001 chr3 25645000 1855 0.00130159149027073 0.0312 0.1016 0.953299023307563 0.935052419271568 0 873 0.0116543441285709 0.322332
chr3 25650001 chr3 25655000 2623 0.00105823773380007 0.0834 0.2387 0.98627244564891 0.961176008976327 4 2407 0.0162468054034319 0.405641
chr3 25660001 chr3 25665000 1558 0.000910257906406816 0.1282 0.112 0.986937443945796 0.961265496898899 4 1454 0.0178817056396149 0.410441
chr3 25670001 chr3 25675000 1939 0.000304800923676633 0.1028 0.048 0.970376922463103 0.951759126047181 3 1532 0.0320117436958168 0.358136
chr3 25680001 NA NA NA NA NA NA NA NA NA 1864 0.025397076993107 NA
chr3 25690001 NA NA NA NA NA NA NA NA NA 2220 0.0123259623259623 NA
chr3 25700001 chr3 25705000 1737 0.00245245063897914 0.0908 0.1148 0.97248731581397 0.950616434112796 1 889 0.0732692504346048 0.364937
chr3 25710001 NA NA NA NA 0.0887 0.134 0.956283622330621 0.855125937041805 3 682 0.031158357771261 0.327833
chr3 25720001 NA NA NA NA NA NA NA NA NA 2782 0.0135907706001164 NA
chr3 25730001 chr3 25735000 1140 0.00106326422115896 0.1132 0.0478 0.992281596842704 0.870614231333164 1 854 0.0229934000425804 0.456346
chr3 25740001 chr3 25745000 1509 0.00115669618651726 0 0 0.961237617498119 0.949143325233529 0 1159 0.0222762569613303 0.337634
